"","motif","sourceMotif","gene"
"IRF7.m0","IRF7.m0","N1_M03541/N6_MA0772.2/N7_IRF7.h0/N9_IRF7.e1/N4_M05752/N3_M05751","IRF7"
"IRF7.m1","IRF7.m1","N2_M03542/N10_IRF7.e2","IRF7"
"IRF8.m0","IRF8.m0","N2_M03540/N7_MA0652.2/N9_IRF8.h1/N12_IRF8.e2/N1_M03539/N11_IRF8.e1/N5_M05747/N6_M05748","IRF8"
"IRF9.m0","IRF9.m0","N1_M03543/N4_MA0653.1/N5_IRF9.h0/N9_IRF9.e2/N2_M05753/N3_M05754","IRF9"
"IRF9.m1","IRF9.m1","N6_IRF9.h1/N8_IRF9.e1","IRF9"
"IRF9.m2","IRF9.m2","N7_IRF9.e0","IRF9"
"IRX2.m0","IRX2.m0","N1_Irx2.h0/N2_IRX2.e0","IRX2"
"IRX2.m1","IRX2.m1","N3_IRX2.e1","IRX2"
"IRX3.m0","IRX3.m0","N2_Irx3.h1/N4_IRX3.e1/N1_Irx3.h0/N3_IRX3.e0","IRX3"
"IRX3.m1","IRX3.m1","N5_IRX3.e2","IRX3"
"IRX4.m0","IRX4.m0","N1_Irx4.h0/N10_IRX4.e0","IRX4"
"IRX4.m1","IRX4.m1","N2_M03416/N3_M03426","IRX4"
"IRX4.m2","IRX4.m2","N4_M05519","IRX4"
"IRX4.m3","IRX4.m3","N6_M06709/N8_M06711/N7_M06710","IRX4"
"IRX5.m0","IRX5.m0","N1_Irx5.h0/N2_IRX5.e0","IRX5"
"IRX5.m1","IRX5.m1","N3_IRX5.e1","IRX5"
"IRX6.m0","IRX6.m0","N1_Irx6.h0/N8_IRX6.e0","IRX6"
"IRX6.m1","IRX6.m1","N2_M02311","IRX6"
"IRX6.m2","IRX6.m2","N4_M05523","IRX6"
"IRX6.m3","IRX6.m3","N5_M05524","IRX6"
"IRX6.m4","IRX6.m4","N6_M06701/N7_M06702","IRX6"
"ISL1.m0","ISL1.m0","N1_M10701/N3_Isl1.h0","ISL1"
"ISL1.m1","ISL1.m1","N2_MA1608.2/N4_Isl1.h1","ISL1"
"ISL1.m2","ISL1.m2","N6_M05113/N5_M05112/N8_M05115/N7_M05114","ISL1"
"ISL2.m0","ISL2.m0","N1_Isl2.h0/N7_ISL2.e0","ISL2"
"ISL2.m1","ISL2.m1","N3_M05408/N4_M05409/N2_M03381/N5_MA0914.2/N6_ISL2.h0/N8_ISL2.e1","ISL2"
"ISX.m0","ISX.m0","N1_Isx.h0/N15_ISX.e0/N4_M02160/N11_M05511/N9_M05509/N8_M05508/N12_M05512/N7_M03424/N13_MA0654.2/N14_ISX.h0/N18_ISX.e3/N6_M03423/N17_ISX.e2","ISX"
"ISX.m1","ISX.m1","N5_M03422/N16_ISX.e1","ISX"
"ITGB2.m0","ITGB2.m0","ITGB2.e0","ITGB2"
"Jdp2.m0","Jdp2.m0","N2_M03065/N27_JDP2.e5/N12_M04491/N8_M03042/N18_MA0655.1/N20_JDP2.h0/N25_JDP2.e3/N6_M03040/N23_JDP2.e1/N10_M04489/N5_Jdp2.h1","Jdp2"
"Jdp2.m1","Jdp2.m1","N24_JDP2.e2/N7_M03041/N3_M03066/N28_JDP2.e6/N9_M03043/N19_MA0656.2/N21_JDP2.h1/N26_JDP2.e4/N13_M04492/N22_JDP2.e0","Jdp2"
"JRK.m0","JRK.m0","M06101","JRK"
"Jun--Junb.m0","Jun--Junb.m0","N3_JUN--JUNB.h0/N1_MA1132.2","Jun--Junb"
"Jun--Junb.m1","Jun--Junb.m1","N4_JUN--JUNB.h1/N2_MA1133.2","Jun--Junb"
"Jun.m0","Jun.m0","N23_JUN.h2/N3_MA0489.3/N4_Jun.h0/N21_JUN.h0","Jun"
"Jun.m1","Jun.m1","N5_Jun.h1","Jun"
"Jun.m2","Jun.m2","N9_M04543/N8_M04242","Jun"
"Jun.m3","Jun.m3","N19_M08296","Jun"
"Jun.m4","Jun.m4","N20_MA0488.2/N22_JUN.h1","Jun"
"Jun.m5","Jun.m5","N24_JUN.e0","Jun"
"Jun.m6","Jun.m6","N25_JUN.e1","Jun"
"Junb.m0","Junb.m0","N11_JUNB.h1/N2_M04533/N8_MA1140.3","Junb"
"Junb.m1","Junb.m1","N3_M04534/N7_M08287/N6_M08205/N9_MA0490.3/N10_JUNB.h0","Junb"
"Jund.m0","Jund.m0","N16_M08277/N4_JunD.h0/N18_M10610/N23_JUND.e0","Jund"
"Jund.m1","Jund.m1","N13_M08274/N17_M08278/N12_M08273/N14_M08275/N20_MA0491.3/N21_JUND.h0","Jund"
"Jund.m2","Jund.m2","N24_JUND.e1","Jund"
"Jund.m3","Jund.m3","N25_JUND.e2","Jund"
"Jund.m4","Jund.m4","N1_M01082/N2_M01083/N3_M01904","Jund"
"KAT7.m0","KAT7.m0","M08590","KAT7"
"KDM2B.m0","KDM2B.m0","N1_M01988","KDM2B"
"KDM2B.m1","KDM2B.m1","N2_M01989","KDM2B"
"KDM5B.m0","KDM5B.m0","M08479","KDM5B"
"Klf1.m0","Klf1.m0","N1_M10639/N8_KLF1.h0/N2_Klf1.h0","Klf1"
"Klf1.m1","Klf1.m1","N3_M00279/N5_M00281","Klf1"
"Klf1.m2","Klf1.m2","N4_M00280","Klf1"
"Klf1.m3","Klf1.m3","N7_MA0493.3/N9_KLF1.h1/N6_M09428","Klf1"
"KLF10.m0","KLF10.m0","N2_M04694/N1_M04693","KLF10"
"KLF10.m1","KLF10.m1","N5_MA1511.2/N3_M09039","KLF10"
"KLF10.m2","KLF10.m2","N6_KLF10.h0/N7_KLF10.h1/N4_M09452","KLF10"
"Klf11.m0","Klf11.m0","N2_M00297/N1_M00296","Klf11"
"Klf11.m1","Klf11.m1","N3_M04758/N4_M04759","Klf11"
"Klf11.m2","Klf11.m2","N5_MA1512.2/N6_KLF11.h0","Klf11"
"Klf12.m0","Klf12.m0","N2_M03141/N3_Klf12.h0/N9_KLF12.e1/N6_M04636/N4_M04634","Klf12"
"Klf12.m1","Klf12.m1","N5_M04635","Klf12"
"Klf12.m2","Klf12.m2","N8_MA0742.2","Klf12"
"KLF13.m0","KLF13.m0","N1_M03107/N6_MA0657.2/N7_KLF13.h0/N8_KLF13.e0","KLF13"
"KLF13.m1","KLF13.m1","N3_M04742/N5_M04744/N4_M04743/N2_M04741","KLF13"
"Klf14.m0","Klf14.m0","N7_KLF14.h1/N8_KLF14.e0/N1_M03134","Klf14"
"Klf14.m1","Klf14.m1","N6_KLF14.h0/N2_M04861/N3_M04862","Klf14"
"Klf14.m2","Klf14.m2","N4_M09533","Klf14"
"Klf14.m3","Klf14.m3","N5_MA0740.2","Klf14"
"Klf15.m0","Klf15.m0","N4_M04718/N2_M04716","Klf15"
"Klf15.m1","Klf15.m1","N5_M09458","Klf15"
"Klf15.m2","Klf15.m2","N6_MA1513.2/N7_KLF15.h0","Klf15"
"Klf16.m0","Klf16.m0","N5_KLF16.h0/N6_KLF16.e0/N1_M03092/N4_MA0741.1/N3_M04662","Klf16"
"Klf17.m0","Klf17.m0","N1_M04755/N4_MA1514.2/N5_KLF17.h0","Klf17"
"KLF2.m0","KLF2.m0","N2_M06559/N3_M06560/N5_M04660/N1_M03908/N4_M04659/N6_MA1515.2/N7_KLF2.h0","KLF2"
"Klf3.m0","Klf3.m0","N4_MA1516.2/N6_KLF3.h1/N1_M04622/N2_M04623","Klf3"
"Klf3.m1","Klf3.m1","N3_M04624","Klf3"
"Klf3.m2","Klf3.m2","N5_KLF3.h0","Klf3"
"Klf4.m0","Klf4.m0","N5_M09036/N8_KLF4.e0/N1_M08604/N4_M04668/N3_M04667","Klf4"
"Klf4.m1","Klf4.m1","N2_Klf4.h0","Klf4"
"Klf4.m2","Klf4.m2","N6_MA0039.5/N7_KLF4.h0","Klf4"
"Klf5.m0","Klf5.m0","N4_MA0599.1/N6_KLF5.h1/N3_M10625/N5_KLF5.h0/N1_M04614","Klf5"
"KLF6.m0","KLF6.m0","N4_KLF6.h0/N2_M04605/N1_M04604/N3_MA1517.2/N5_KLF6.h1","KLF6"
"KLF7.m0","KLF7.m0","N3_Klf7.h1/N1_M00189","KLF7"
"KLF7.m1","KLF7.m1","N2_Klf7.h0/N6_KLF7.e0/N5_MA1959.2/N4_M09433","KLF7"
"KLF9.m0","KLF9.m0","N1_M00848","KLF9"
"KLF9.m1","KLF9.m1","N2_Klf9.h0/N3_MA1107.3/N4_KLF9.h0","KLF9"
"KMT2B.m0","KMT2B.m0","M08591","KMT2B"
"LBX1.m0","LBX1.m0","N1_MA0618.2/N2_LBX1.h0","LBX1"
"Lbx2.m0","Lbx2.m0","N1_Lbx2.h0/N12_LBX2.e0","Lbx2"
"Lbx2.m1","Lbx2.m1","N9_M05530/N3_M03429/N11_LBX2.h0/N14_LBX2.e2","Lbx2"
"Lbx2.m2","Lbx2.m2","N4_M05525/N7_M05528","Lbx2"
"Lbx2.m3","Lbx2.m3","N8_M05529/N5_M05526","Lbx2"
"Lbx2.m4","Lbx2.m4","N6_M05527","Lbx2"
"LCOR.m0","LCOR.m0","N1_M02514","LCOR"
"LCOR.m1","LCOR.m1","N2_M02516","LCOR"
"Lef1.m0","Lef1.m0","N4_M03715/N16_LEF1.h1/N2_Lef1.h0/N7_M05977","Lef1"
"Lef1.m1","Lef1.m1","N8_M05978/N12_M05982/N10_M05980","Lef1"
"LEUTX.m0","LEUTX.m0","M06185","LEUTX"
"Lhx1.m0","Lhx1.m0","N1_MA1518.3","Lhx1"
"Lhx1.m1","Lhx1.m1","N3_Lhx1.h1/N6_LHX1.e0","Lhx1"
"Lhx2.m0","Lhx2.m0","N1_Lhx2.h0/N6_M10685/N3_M03310/N10_LHX2.e1","Lhx2"
"Lhx2.m1","Lhx2.m1","N2_Lhx2.h1/N9_LHX2.e0","Lhx2"
"Lhx2.m2","Lhx2.m2","N4_M03311/N11_LHX2.e2","Lhx2"
"Lhx2.m3","Lhx2.m3","N7_MA0700.3/N8_LHX2.h0","Lhx2"
"Lhx3.m0","Lhx3.m0","N3_Lhx3.h1/N7_LHX3.e1/N1_MA0135.2","Lhx3"
"Lhx3.m1","Lhx3.m1","N2_Lhx3.h0/N5_M10693","Lhx3"
"Lhx3.m2","Lhx3.m2","N4_Lhx3.h2/N8_LHX3.e2","Lhx3"
"Lhx3.m3","Lhx3.m3","N6_LHX3.e0","Lhx3"
"LHX4.m0","LHX4.m0","N5_M05268/N6_M05270/N4_M05267/N1_MA0704.2/N2_Lhx4.h0/N10_LHX4.e1/N8_M03461/N7_M05271","LHX4"
"LHX4.m1","LHX4.m1","N3_Lhx4.h1/N9_LHX4.e0","LHX4"
"Lhx5.m0","Lhx5.m0","N1_Lhx5.h0/N7_LHX5.e0","Lhx5"
"Lhx5.m1","Lhx5.m1","N2_M05140/N5_MA1519.2/N6_LHX5.h0/N4_M05142","Lhx5"
"Lhx5.m2","Lhx5.m2","N3_M05141","Lhx5"
"Lhx6.m0","Lhx6.m0","N2_Lhx6.h1/N17_LHX6.e1/N1_Lhx6.h0/N16_LHX6.e0","Lhx6"
"Lhx6.m1","Lhx6.m1","N9_M05198/N4_M03312/N14_MA0658.2/N15_LHX6.h0/N18_LHX6.e2/N7_M05196","Lhx6"
"Lhx6.m2","Lhx6.m2","N5_M03313/N19_LHX6.e3","Lhx6"
"Lhx6.m3","Lhx6.m3","N11_M05200/N6_M03314/N20_LHX6.e4/N8_M05197","Lhx6"
"Lhx6.m4","Lhx6.m4","N10_M05199","Lhx6"
"Lhx8.m0","Lhx8.m0","N4_M05414/N6_M05416/N1_MA0705.2/N2_Lhx8.h0/N10_M03493/N14_LHX8.e2","Lhx8"
"Lhx8.m1","Lhx8.m1","N3_Lhx8.h1/N12_LHX8.e0","Lhx8"
"Lhx8.m2","Lhx8.m2","N11_M03494/N15_LHX8.e3/N5_M05415/N8_M05418","Lhx8"
"Lhx8.m3","Lhx8.m3","N7_M05417","Lhx8"
"Lhx8.m4","Lhx8.m4","N9_M03492/N13_LHX8.e1","Lhx8"
"Lhx9.m0","Lhx9.m0","N1_Lhx9.h0/N13_LHX9.e0","Lhx9"
"Lhx9.m1","Lhx9.m1","N3_M03368/N15_LHX9.e2","Lhx9"
"Lhx9.m2","Lhx9.m2","N4_M05374/N7_M05377/N10_MA0701.3/N12_LHX9.h1/N5_M05375","Lhx9"
"Lhx9.m3","Lhx9.m3","N6_M05376/N9_M05379","Lhx9"
"LIN28A.m0","LIN28A.m0","N1_M04867/N2_M04868","LIN28A"
"Lin54.m0","Lin54.m0","N5_M02605/N3_M02602/N7_M02609/N17_MA0619.2/N18_LIN54.h0/N8_M02611/N4_M02604","Lin54"
"Lin54.m1","Lin54.m1","N6_M02606","Lin54"
"Lin54.m2","Lin54.m2","N9_M02614","Lin54"
"Lin54.m3","Lin54.m3","N13_M07703/N15_M07705/N14_M07704/N16_M07706/N12_M07702/N11_M07701","Lin54"
"LMO2.m0","LMO2.m0","N1_LMO2.e0","LMO2"
"LMO2.m1","LMO2.m1","N2_LMO2.e1","LMO2"
"Lmx1a.m0","Lmx1a.m0","N1_Lmx1a.h0/N8_LMX1A.e0","Lmx1a"
"Lmx1a.m1","Lmx1a.m1","N3_M05419/N6_MA0702.3/N7_LMX1A.h0","Lmx1a"
"Lmx1a.m2","Lmx1a.m2","N4_M05420","Lmx1a"
"Lmx1b.m0","Lmx1b.m0","N1_Lmx1b.h0/N12_LMX1B.e0","Lmx1b"
"Lmx1b.m1","Lmx1b.m1","N9_M05362/N7_M05360/N10_MA0703.3/N11_LMX1B.h0","Lmx1b"
"Lmx1b.m2","Lmx1b.m2","N8_M05361","Lmx1b"
"Lmx1b.m3","Lmx1b.m3","N4_M05357","Lmx1b"
"MAF--NFE2.m0","MAF--NFE2.m0","N2_MAF--NFE2.h0/N1_MA0501.2","MAF--NFE2"
"Maf.m0","Maf.m0","N2_M04548/N1_M04547","Maf"
"Maf.m1","Maf.m1","N6_M04552/N3_M04549","Maf"
"Maf.m2","Maf.m2","N7_M04553/N22_MAF.e12/N20_MAF.e10/N4_M04550/N9_MA1520.2/N10_MAF.h0/N18_MAF.e8","Maf"
"Maf.m3","Maf.m3","N23_MAF.e13/N8_M04554","Maf"
"Maf.m4","Maf.m4","N11_MAF.e0","Maf"
"Maf.m5","Maf.m5","N13_MAF.e2","Maf"
"Maf.m6","Maf.m6","N15_MAF.e5","Maf"
"Maf.m7","Maf.m7","N17_MAF.e7","Maf"
"Mafa.m0","Mafa.m0","N1_M10620/N2_MafA.h0","Mafa"
"Mafa.m1","Mafa.m1","N3_M04555/N8_M04560","Mafa"
"Mafa.m2","Mafa.m2","N4_M04556/N9_MA1521.2/N10_MAFA.h0/N6_M04558","Mafa"
"Mafa.m3","Mafa.m3","N5_M04557/N7_M04559","Mafa"
"Mafb.m0","Mafb.m0","N1_M00181","Mafb"
"Mafb.m1","Mafb.m1","N2_M03073/N5_MA0117.3/N6_Mafb.h0","Mafb"
"Mafb.m2","Mafb.m2","N4_M03075","Mafb"
"Mafb.m3","Mafb.m3","N7_Mafb.h1","Mafb"
"Mafb.m4","Mafb.m4","N10_M04244/N9_MafB.h0","Mafb"
"Maff.m0","Maff.m0","N12_MA0495.4/N13_MAFF.h0/N1_MafF.h0","Maff"
"Maff.m1","Maff.m1","N14_MAFF.e0/N2_M03057/N9_M04567/N5_M04563","Maff"
"Maff.m2","Maff.m2","N10_M04568","Maff"
"MAFG--NFE2L1.m0","MAFG--NFE2L1.m0","MA0089.3","MAFG--NFE2L1"
"Mafg.m0","Mafg.m0","N5_M04570/N2_M03058/N15_MAFG.e0/N8_M04573","Mafg"
"Mafg.m1","Mafg.m1","N4_M04569/N7_M04572/N14_MAFG.h0","Mafg"
"Mafg.m2","Mafg.m2","N6_M04571","Mafg"
"Mafg.m3","Mafg.m3","N10_M04575/N12_M04577","Mafg"
"Mafg.m4","Mafg.m4","N13_M04578/N11_M04576","Mafg"
"Mafk.m0","Mafk.m0","N1_M10614/N4_MafK.h0/N6_M03060/N8_M03062","Mafk"
"Mafk.m1","Mafk.m1","N2_Mafk.h0","Mafk"
"Mafk.m2","Mafk.m2","N3_Mafk.h1","Mafk"
"Mafk.m3","Mafk.m3","N5_M03059/N7_M03061","Mafk"
"Mafk.m4","Mafk.m4","N9_M08298/N10_M08299","Mafk"
"Mafk.m5","Mafk.m5","N11_MA0496.4/N12_MAFK.h0","Mafk"
"MAX--MYC.m0","MAX--MYC.m0","N2_MAX--MYC.h0/N1_MA0059.2","MAX--MYC"
"Max.m0","Max.m0","N20_M08253/N10_M02990/N24_MA0058.4/N25_MAX.h0/N4_Max.h0/N18_M08251/N15_M06219/N14_M04319/N13_M04318","Max"
"Max.m1","Max.m1","N23_M10958/N5_Max.h1","Max"
"Max.m2","Max.m2","N12_M04317/N9_M02989/N11_M04316","Max"
"Max.m3","Max.m3","N21_M08254/N19_M08252/N22_M08255/N16_M08249/N17_M08250","Max"
"Maz.m0","Maz.m0","N1_Maz.h0/N3_M10628","Maz"
"Maz.m1","Maz.m1","N2_M09425","Maz"
"Maz.m2","Maz.m2","N4_MA1522.2/N5_MAZ.h0","Maz"
"Maz.m3","Maz.m3","N6_MAZ.e0","Maz"
"MBD1.m0","MBD1.m0","M02000","MBD1"
"MBNL2.m0","MBNL2.m0","N1_M04863/N2_M04864","MBNL2"
"MBTPS2.m0","MBTPS2.m0","N1_M06449","MBTPS2"
"MBTPS2.m1","MBTPS2.m1","N4_M06540/N2_M06450/N5_M06541/N3_M06451","MBTPS2"
"Mecom.m0","Mecom.m0","N5_M11250/N2_Mecom.h0/N4_M11249/N1_MA0029.2/N7_M11252","Mecom"
"Mecom.m1","Mecom.m1","N3_M11248","Mecom"
"Mecom.m2","Mecom.m2","N8_M11253","Mecom"
"Mef2a.m0","Mef2a.m0","N6_MEF2A.e2/N8_MEF2A.e4/N4_MEF2A.e0/N7_MEF2A.e3","Mef2a"
"Mef2b.m0","Mef2b.m0","N2_MA0660.1/N3_MEF2B.h0/N4_MEF2B.e0","Mef2b"
"MEF2C.m0","MEF2C.m0","N2_MA0497.2/N3_MEF2C.h0/N4_MEF2C.e0/N1_Mef2c.h0","MEF2C"
"MEF2C.m1","MEF2C.m1","N5_MEF2C.e1","MEF2C"
"MEF2C.m2","MEF2C.m2","N6_MEF2C.e2","MEF2C"
"Mef2d.m0","Mef2d.m0","N3_MEF2D.h0/N4_MEF2D.e0/N2_MA0773.1","Mef2d"
"MEIS1--HOXA9.m0","MEIS1--HOXA9.m0","N1_MEIS1--HOXA9.e0/N2_MEIS1--HOXA9.e1","MEIS1--HOXA9"
"MEIS1.m0","MEIS1.m0","N6_M11832/N11_MEIS1.e0/N5_M03369/N7_MA0498.3/N9_MEIS1.h0/N14_MEIS1.e3/N1_M00462","MEIS1"
"MEIS1.m1","MEIS1.m1","N2_M10691/N3_Meis1.h0","MEIS1"
"MEIS1.m2","MEIS1.m2","N4_Meis1.h1/N12_MEIS1.e1/N13_MEIS1.e2","MEIS1"
"MEIS1.m3","MEIS1.m3","N8_MA1639.2/N10_MEIS1.h1","MEIS1"
"Meis2.m0","Meis2.m0","N7_M03352/N12_MA0774.1/N14_MEIS2.h0/N17_MEIS2.e1/N1_M03465/N18_MEIS2.e2","Meis2"
"Meis2.m1","Meis2.m1","N8_M05342/N4_M02944/N10_M05344/N11_M05345/N2_M03466/N19_MEIS2.e3/N9_M05343","Meis2"
"Meis2.m2","Meis2.m2","N3_Meis2.h0","Meis2"
"Meis2.m3","Meis2.m3","N6_M03351/N16_MEIS2.e0","Meis2"
"Meis2.m4","Meis2.m4","N13_MA1640.2/N15_MEIS2.h1","Meis2"
"Meis3.m0","Meis3.m0","N2_M03483/N14_MEIS3.e3/N5_M03297/N9_MA0775.2/N10_MEIS3.h0/N12_MEIS3.e1","Meis3"
"Meis3.m1","Meis3.m1","N3_M03484/N15_MEIS3.e4/N6_M03298/N13_MEIS3.e2","Meis3"
"Meis3.m2","Meis3.m2","N4_Meis3.h0/N11_MEIS3.e0","Meis3"
"Meox1.m0","Meox1.m0","N1_Meox1.h0/N8_MEOX1.e0","Meox1"
"Meox1.m1","Meox1.m1","N2_M03281/N6_MA0661.2/N7_MEOX1.h0/N9_MEOX1.e1","Meox1"
"Meox1.m2","Meox1.m2","N4_M05107","Meox1"
"MEOX2.m0","MEOX2.m0","N4_M05193/N11_MEOX2.e3/N5_M05195/N1_M03307/N6_MA0706.2/N7_MEOX2.h0/N8_MEOX2.e0","MEOX2"
"MEOX2.m1","MEOX2.m1","N2_M03308/N9_MEOX2.e1","MEOX2"
"MEOX2.m2","MEOX2.m2","N3_M03309/N10_MEOX2.e2","MEOX2"
"MESP1.m0","MESP1.m0","N1_M02998/N2_MESP1.e0","MESP1"
"MESP2.m0","MESP2.m0","N1_M04416/N2_M04417","MESP2"
"MGA--EVX1.m0","MGA--EVX1.m0","MA1960.2","MGA--EVX1"
"MGA.m0","MGA.m0","N1_M03025/N4_MA0801.1/N5_MGA.h0/N6_MGA.e0","MGA"
"MGA.m1","MGA.m1","N2_M03026/N7_MGA.e1","MGA"
"MGA.m2","MGA.m2","N3_M03027/N8_MGA.e2","MGA"
"Mitf.m0","Mitf.m0","N2_M10598/N4_MITF.h0/N1_M01823","Mitf"
"Mitf.m1","Mitf.m1","N3_MA0620.4/N5_MITF.h1","Mitf"
"Mixl1.m0","Mixl1.m0","N3_M05564","Mixl1"
"Mixl1.m1","Mixl1.m1","N4_M05565","Mixl1"
"Mixl1.m2","Mixl1.m2","N5_MA0621.2/N7_MIXL1.h0","Mixl1"
"Mixl1.m3","Mixl1.m3","N1_M03435/N6_MA0662.2/N8_MIXL1.h1/N9_MIXL1.e0","Mixl1"
"Mlx.m0","Mlx.m0","N4_M02983/N9_MA0663.1/N10_MLX.h0/N11_MLX.e0/N3_M03019/N12_MLX.e1","Mlx"
"Mlx.m1","Mlx.m1","N5_M04284/N7_M04286","Mlx"
"Mlx.m2","Mlx.m2","N6_M04285/N8_M04287","Mlx"
"MLXIP.m0","MLXIP.m0","N1_MA0622.2/N2_Mlxip.h0/N3_M01825","MLXIP"
"MLXIPL.m0","MLXIPL.m0","N1_M02976/N3_MLXIPL.h0/N4_MLXIPL.e0/N2_MA0664.2","MLXIPL"
"Mnt.m0","Mnt.m0","N2_M02978/N3_MA0825.2/N5_MNT.h1/N6_MNT.e0","Mnt"
"Mnt.m1","Mnt.m1","N4_MNT.h0","Mnt"
"Mnx1.m0","Mnx1.m0","N1_Mnx1.h0/N8_MNX1.e0","Mnx1"
"Mnx1.m1","Mnx1.m1","N3_M05330/N5_M05332/N6_MA0707.3","Mnx1"
"MSANTD1.m0","MSANTD1.m0","M06107","MSANTD1"
"MSANTD3.m0","MSANTD3.m0","N1_M01341/N2_MA1523.2/N3_MSANTD3.h0","MSANTD3"
"Msc.m0","Msc.m0","N8_M04393/N1_M03005/N11_MSC.h0/N12_MSC.e0/N10_MA0665.1","Msc"
"Msc.m1","Msc.m1","N4_M04389","Msc"
"Msc.m2","Msc.m2","N9_M04394","Msc"
"Msgn1.m0","Msgn1.m0","N1_MA1524.3","Msgn1"
"Msgn1.m1","Msgn1.m1","N3_M04349/N2_M04348/N4_MSGN1.h0","Msgn1"
"MSX1.m0","MSX1.m0","N1_Msx1.h0/N11_MSX1.e1","MSX1"
"MSX1.m1","MSX1.m1","N2_M03388/N12_MSX1.e2","MSX1"
"MSX1.m2","MSX1.m2","N5_M05425/N6_M05426/N9_MA0666.3/N3_M03389/N13_MSX1.e3/N4_M03390/N10_MSX1.h0/N14_MSX1.e4/N7_M05428/N8_M05429","MSX1"
"Msx2.m0","Msx2.m0","N1_Msx2.h0/N9_MSX2.e0","Msx2"
"Msx2.m1","Msx2.m1","N2_M03331/N11_MSX2.e2/N13_MSX2.e4","Msx2"
"Msx2.m2","Msx2.m2","N4_M05264/N5_M05265/N14_MSX2.e5/N8_MSX2.h0/N12_MSX2.e3","Msx2"
"Msx2.m3","Msx2.m3","N10_MSX2.e1","Msx2"
"MSX3.m0","MSX3.m0","N1_MA0709.2/N2_Msx3.h0/N5_M03460","MSX3"
"MSX3.m1","MSX3.m1","N3_Msx3.h1","MSX3"
"MSX3.m2","MSX3.m2","N4_M03459","MSX3"
"Mtf1.m0","Mtf1.m0","N1_M00191","Mtf1"
"Mtf1.m1","Mtf1.m1","N5_M04822/N4_M04821/N3_M03126/N7_MTF1.h0/N10_MTF1.e2/N6_MA0863.1","Mtf1"
"MTF2.m0","MTF2.m0","M01050","MTF2"
"Mxi1.m0","Mxi1.m0","N7_MXI1.e1/N1_M08248","Mxi1"
"Mxi1.m1","Mxi1.m1","N6_MXI1.e0/N2_M08974","Mxi1"
"Mxi1.m2","Mxi1.m2","N4_MA1108.3/N5_MXI1.h0","Mxi1"
"Myb.m0","Myb.m0","N2_M10724/N7_MYB.h0/N11_MYB.e4","Myb"
"Myb.m1","Myb.m1","N3_Myb.h0/N12_MYB.e5","Myb"
"Myb.m2","Myb.m2","N4_Myb.h1","Myb"
"Myb.m3","Myb.m3","N5_M12173/N9_MYB.e0","Myb"
"Myb.m4","Myb.m4","N6_MA0100.4/N8_MYB.h1","Myb"
"Mybl1.m0","Mybl1.m0","N2_Mybl1.h0/N10_MYBL1.e0/N6_M03555/N13_MYBL1.e3","Mybl1"
"Mybl1.m1","Mybl1.m1","N3_Mybl1.h1","Mybl1"
"Mybl1.m2","Mybl1.m2","N4_M03553","Mybl1"
"Mybl1.m3","Mybl1.m3","N5_M03554/N8_MA0776.1/N9_MYBL1.h0/N12_MYBL1.e2","Mybl1"
"Mybl1.m4","Mybl1.m4","N7_M03556/N14_MYBL1.e4","Mybl1"
"Mybl2.m0","Mybl2.m0","N1_M03549/N11_MYBL2.e0","Mybl2"
"Mybl2.m1","Mybl2.m1","N2_M03550/N12_MYBL2.e1","Mybl2"
"Mybl2.m2","Mybl2.m2","N3_M03551/N13_MYBL2.e2","Mybl2"
"Mybl2.m3","Mybl2.m3","N4_M03552/N8_MA0777.1/N10_MYBL2.h1/N14_MYBL2.e3","Mybl2"
"Mybl2.m4","Mybl2.m4","N7_M10723/N9_MYBL2.h0","Mybl2"
"Mybl2.m5","Mybl2.m5","N5_M05765/N6_M05766","Mybl2"
"Myc.m0","Myc.m0","N15_MYC.e2","Myc"
"Myc.m1","Myc.m1","N16_MYC.e3","Myc"
"Myc.m2","Myc.m2","N17_MYC.e4","Myc"
"Myc.m3","Myc.m3","N18_MYC.e5","Myc"
"Myc.m4","Myc.m4","N31_MYC.e18/N39_MYC.e26/N43_MYC.e30","Myc"
"Myc.m5","Myc.m5","N42_MYC.e29","Myc"
"MYCN.m0","MYCN.m0","N1_M10599/N2_Mycn.h0/N5_MA0104.5/N6_MYCN.h0/N8_MYCN.e1/N7_MYCN.e0/N4_M10969/N3_M04332","MYCN"
"Myef2.m0","Myef2.m0","N1_MYEF2.e0/N6_MYEF2.e5","Myef2"
"Myef2.m1","Myef2.m1","N3_MYEF2.e2/N2_MYEF2.e1","Myef2"
"Myef2.m2","Myef2.m2","N4_MYEF2.e3","Myef2"
"MYF5.m0","MYF5.m0","N1_M10586/N2_Myf5.h0/N3_MA1641.2/N4_MYF5.h0","MYF5"
"Myf6.m0","Myf6.m0","N1_M01824/N2_Myf6.h0/N12_MYF6.e0/N6_M04290/N7_M04291/N4_M04288/N5_M04289","Myf6"
"Myf6.m1","Myf6.m1","N3_M02984/N11_MYF6.h0/N13_MYF6.e1/N10_MA0667.1","Myf6"
"Mynn.m0","Mynn.m0","N1_M09418","Mynn"
"Mynn.m1","Mynn.m1","N2_MYNN.h0","Mynn"
"Myod1.m0","Myod1.m0","N1_MyoD1.h0","Myod1"
